# graph=buzzardos-guest	target=x86_64-unknown-linux-gnu	lock_sha256=2da24166e73630e224b55194ac670630a9aa7ff6b20ed7e3e77f8a0ab2a2212f	external_packages=63
name	version	source	checksum	license	normalized_license	repository	vcs_commit	path_in_vcs	notice_files
wayland-client	0.31.15	registry+https://github.com/rust-lang/crates.io-index	e3c36a0f861ad76d0901f2800b46321410d9f73f2ea88aac0650d86c32688073	MIT	MIT	https://github.com/smithay/wayland-rs	05196740da57e41b60a9e9f8e35079e9bd29b89a	wayland-client	LICENSE.txt@sha256:1cb6f4dee8c649f175736380495f0af0c753c87f22d50931692968bb24bf2161
wayland-protocols	0.32.13	registry+https://github.com/rust-lang/crates.io-index	23d0c813de3daa2ed6520af85a3bd49b0e722a3078506899aa9686fea58dc4b6	MIT	MIT	https://github.com/smithay/wayland-rs	661cf141f5de4ec83559125b3d8bb1c79f25116b	wayland-protocols	LICENSE.txt@sha256:1cb6f4dee8c649f175736380495f0af0c753c87f22d50931692968bb24bf2161;protocols/COPYING@sha256:f1a2b233e8a9a71c40f4aa885be08a0842ac85bb8588703c1dd7e6e6502e3124
wayland-protocols-wlr	0.3.12	registry+https://github.com/rust-lang/crates.io-index	eb04e52f7836d7c7976c78ca0250d61e33873c34156a2a1fc9474828ec268234	MIT	MIT	https://github.com/smithay/wayland-rs	a3d7927d87799b2955bf491b51c7c2a3a82da661	wayland-protocols-wlr	LICENSE.txt@sha256:1cb6f4dee8c649f175736380495f0af0c753c87f22d50931692968bb24bf2161
wayland-scanner	0.31.11	registry+https://github.com/rust-lang/crates.io-index	338e30461b3a2b67d70eb30a6d89f8e0c93a833e07d2ae89085cd070c4a00ac0	MIT	MIT	https://github.com/smithay/wayland-rs	05196740da57e41b60a9e9f8e35079e9bd29b89a	wayland-scanner	LICENSE.txt@sha256:1cb6f4dee8c649f175736380495f0af0c753c87f22d50931692968bb24bf2161
wayland-sys	0.31.11	registry+https://github.com/rust-lang/crates.io-index	d8eab23fefc9e41f8e841df4a9c707e8a8c4ed26e944ef69297184de2785e3be	MIT	MIT	https://github.com/smithay/wayland-rs	a3d7927d87799b2955bf491b51c7c2a3a82da661	wayland-sys	LICENSE.txt@sha256:1cb6f4dee8c649f175736380495f0af0c753c87f22d50931692968bb24bf2161
weezl	0.1.12	registry+https://github.com/rust-lang/crates.io-index	a28ac98ddc8b9274cb41bb4d9d4d5c425b6020c50c46f25559911905610b4a88	MIT OR Apache-2.0	MIT OR Apache-2.0	https://github.com/image-rs/weezl	c75ea1f6d935cc56bad8674396b7cb0dd7275f99		LICENSE-APACHE@sha256:769f80b5bcb42ed0af4e4d2fd74e1ac9bf843cb80c5a29219d1ef3544428a6bb;LICENSE-MIT@sha256:573f5227db835cd30bbdd3aed3f82615f80119a4d5c82b4daf642dbfe2b6afde
wl-clipboard-rs	0.9.3	registry+https://github.com/rust-lang/crates.io-index	e9651471a32e87d96ef3a127715382b2d11cc7c8bb9822ded8a7cc94072eb0a3	MIT/Apache-2.0	MIT OR Apache-2.0	https://github.com/YaLTeR/wl-clipboard-rs	2f6a8852665bd1891a3f3ffa204e62b0f588ef95		LICENSE-APACHE@sha256:a60eea817514531668d7e00765731449fe14d059d3249e0bc93b36de45f759f2;LICENSE-MIT@sha256:d0235d2a1f657b6fd18fd4ce98988348969a9284d94281b6d117830aa259a07a
zerocopy	0.8.56	registry+https://github.com/rust-lang/crates.io-index	556764e583adb45a9f8d413c2a147fa7e8d821e48e12b14fd560b607998b75eb	BSD-2-Clause OR Apache-2.0 OR MIT	BSD-2-Clause OR Apache-2.0 OR MIT	https://github.com/google/zerocopy	6dc429c451bdf1d7202ec1ec2cf426514e00d8eb	zerocopy	LICENSE-APACHE@sha256:9d185ac6703c4b0453974c0d85e9eee43e6941009296bb1f5eb0b54e2329e9f3;LICENSE-BSD@sha256:83c1763356e822adde0a2cae748d938a73fdc263849ccff6b27776dff213bd32;LICENSE-MIT@sha256:1a2f5c12ddc934d58956aa5dbdd3255fe55fd957633ab7d0d39e4f0daa73f7df
zerocopy-derive	0.8.56	registry+https://github.com/rust-lang/crates.io-index	f2ab42fc20575779bd240faa45f94a74256f755c0fa9e89f0ede20d91d0cdfc1	BSD-2-Clause OR Apache-2.0 OR MIT	BSD-2-Clause OR Apache-2.0 OR MIT	https://github.com/google/zerocopy	6dc429c451bdf1d7202ec1ec2cf426514e00d8eb	zerocopy/zerocopy-derive	LICENSE-APACHE@sha256:9d185ac6703c4b0453974c0d85e9eee43e6941009296bb1f5eb0b54e2329e9f3;LICENSE-BSD@sha256:83c1763356e822adde0a2cae748d938a73fdc263849ccff6b27776dff213bd32;LICENSE-MIT@sha256:1a2f5c12ddc934d58956aa5dbdd3255fe55fd957633ab7d0d39e4f0daa73f7df
zeroize	1.8.2	registry+https://github.com/rust-lang/crates.io-index	b97154e67e32c85465826e8bcc1c59429aaaf107c1e4a9e53c8d8ccd5eff88d0	Apache-2.0 OR MIT	Apache-2.0 OR MIT	https://github.com/RustCrypto/utils	c100874101bfd584870de5dde1b13dd92a17bf48	zeroize	LICENSE-APACHE@sha256:cfc7749b96f63bd31c3c42b5c471bf756814053e847c10f3eb003417bc523d30;LICENSE-MIT@sha256:0b04ee3ce0021a922f43f37a17fee09a5a1ee6d1f4e149d5bf75b72395a49c72
zune-core	0.4.12	registry+https://github.com/rust-lang/crates.io-index	3f423a2c17029964870cfaabb1f13dfab7d092a62a29a89264f4d36990ca414a	MIT OR Apache-2.0 OR Zlib	MIT OR Apache-2.0 OR Zlib		f8fbb123d5ed04441e8324a555bfcda0cb1bd28f	crates/zune-core	fallback:LICENSES/upstream/cargo-fallbacks/zune-core-0.4.12-LICENSE.md@sha256:7f3a1f49123d3cdc27e9484ea62d1e64f685ee2b141e1fb2e2627189e7e5466b;fallback:LICENSES/upstream/cargo-fallbacks/zune-core-0.4.12-LICENSE-ZLIB@sha256:7fa429541e55b1509909e058f2d21a37467e4958ec713b357f6e0cf9dc4ee352
zune-jpeg	0.4.21	registry+https://github.com/rust-lang/crates.io-index	29ce2c8a9384ad323cf564b67da86e21d3cfdff87908bc1223ed5c99bc792713	MIT OR Apache-2.0 OR Zlib	MIT OR Apache-2.0 OR Zlib	https://github.com/etemesi254/zune-image/tree/dev/crates/zune-jpeg	fa2c767a01d7d9373911d0bf63e0588553d67e0e	crates/zune-jpeg	fallback:LICENSES/upstream/cargo-fallbacks/zune-jpeg-0.4.21-LICENSE.md@sha256:7f3a1f49123d3cdc27e9484ea62d1e64f685ee2b141e1fb2e2627189e7e5466b;fallback:LICENSES/upstream/cargo-fallbacks/zune-jpeg-0.4.21-LICENSE-ZLIB@sha256:7fa429541e55b1509909e058f2d21a37467e4958ec713b357f6e0cf9dc4ee352
