libxdmcp6:amd64	1:1.1.5-2+b1
libxext6:amd64	2:1.3.4-1+b4
libxfce4ui-2-0:amd64	4.20.2-2
libxfce4ui-common	4.20.2-2
libxfce4util-common	4.20.1-2
libxfce4util7:amd64	4.20.1-2
libxfconf-0-3:amd64	4.20.0-2
libxfixes3:amd64	1:6.0.0-2+b5
libxfont2:amd64	1:2.0.8-1
libxft2:amd64	2.3.6-1+b5
libxi6:amd64	2:1.8.2-2+b1
libxinerama1:amd64	2:1.1.4-3+b5
libxkbcommon-x11-0:amd64	1.13.1-1
libxkbcommon0:amd64	1.13.1-1
libxkbfile1:amd64	1:1.1.0-1+b5
libxml2-16:amd64	2.15.3+dfsg-1
libxmu6:amd64	2:1.1.3-4+b1
libxmuu1:amd64	2:1.1.3-4+b1
libxnnpack0.20241108:amd64	0.0~git20241108.4ea82e5-2+b1
libxnvctrl0:amd64	535.171.04-1+b3
libxpm4:amd64	1:3.5.19-1
libxrandr2:amd64	2:1.5.4-1+b4
libxrender1:amd64	1:0.9.12-1+b2
libxres1:amd64	2:1.2.1-2
libxshmfence1:amd64	1.3.3-1+b2
libxslt1.1:amd64	1.1.45-0.1
libxss1:amd64	1:1.2.3-1+b4
libxt6t64:amd64	1:1.2.1-1.3+b2
libxtst6:amd64	2:1.2.5-1+b2
libxv1:amd64	2:1.0.13-1+b1
libxvidcore4:amd64	2:1.3.7-3+b2
libxxf86dga1:amd64	2:1.1.5-1+b4
libxxf86vm1:amd64	1:1.1.4-2+b1
libxxhash0:amd64	0.8.3-2+b2
libyajl2:amd64	2.1.0-7
libz3-4:amd64	4.13.3-1.1
libzbar0t64:amd64	0.23.93-9+b4
libzimg2:amd64	3.0.6+ds1-2
libzix-0-0:amd64	0.8.2-1
libzmq5:amd64	4.3.5-1+b7
libzstd1:amd64	1.5.7+dfsg-4
libzvbi-common	0.2.44-2
libzvbi0t64:amd64	0.2.44-2
libzxing4:amd64	3.1.1+ds-1
login	1:4.16.0-2+really2.42.2-2
login.defs	1:4.19.3-2
mako-notifier	1.11.0-1
man-db	2.13.1-1
mawk	1.3.4.20260302-1
media-types	14.0.0
mesa-libgallium:amd64	26.1.5-1
mesa-utils	9.0.0-2+b3
mesa-utils-bin:amd64	9.0.0-2+b3
mesa-vulkan-drivers:amd64	26.1.5-1
mount	2.42.2-2
ncurses-base	6.6+20260608-2
ncurses-bin	6.6+20260608-2
ncurses-term	6.6+20260608-2
netbase	6.5
ocl-icd-libopencl1:amd64	2.3.4-1+b1
openssh-client	1:10.4p1-4
openssh-common	1:10.4p1-4
openssl	3.6.3-1
openssl-provider-legacy	3.6.3-1
passwd	1:4.19.3-2
pavucontrol	6.1-1
pci.ids	0.0~2026.07.21-1
perl-base	5.42.2-3
pinentry-curses	1.3.3-2
pipewire-alsa:amd64	1.6.8-1
pipewire-bin	1.6.8-1
pipewire-pulse	1.6.8-1
pipewire:amd64	1.6.8-1
pkexec	127-3
polkitd	127-3
procps	2:4.0.6-3
python3	3.14.6-1
python3-gi	3.56.3-2
python3-minimal	3.14.6-1
python3-pyatspi	2.58.1-1
python3.14	3.14.6-1
python3.14-minimal	3.14.6-1
qt6-gtk-platformtheme:amd64	6.10.2+dfsg-15
qt6-svg-plugins:amd64	6.10.2-9
qt6-wayland:amd64	6.10.2-5
readline-common	8.3-4
sed	4.9-3
sgml-base	1.31+nmu1
shared-mime-info	2.4-5+b3
slurp	1.6.0really1.5.0-1
sound-theme-freedesktop	0.8-7
sqv	1.4.0-1
sudo	1.9.17p2-7
systemd	261.2-1
systemd-sysv	261.2-1
sysvinit-utils	3.18-1
tar	1.35+dfsg-4
thunar	4.20.9-1
thunar-data	4.20.9-1
timgm6mb-soundfont	1.3-5
tzdata	2026c-1
user-session-migration	0.5.2
util-linux	2.42.2-2
vulkan-tools	1.4.341.0+dfsg1-1
wireplumber	0.5.15-1
wlr-randr	0.4.1-1
wtype	0.4-3
x11-apps	7.7+11+b1
x11-common	1:7.7+26
x11-utils	7.7+7
x11-xkb-utils	7.7+9
xdg-desktop-portal	1.22.1+ds-1
xdg-desktop-portal-gtk	1.15.3-2
xdg-desktop-portal-wlr	0.8.4-1
xdg-utils	1.2.1-2
xfconf	4.20.0-2
xkb-data	2.47-1
xml-core	0.21
xserver-common	2:21.1.23-1
xwayland	2:24.1.12-1
zlib1g:amd64	1:1.3.dfsg+really1.3.2-3
